timestamp,accx,accy,accz
11:04:25.405,-0.3,-0.258,0.927
11:04:25.601,-0.296,-0.254,0.922
11:04:25.795,-0.295,-0.231,0.908
11:04:25.990,-0.311,-0.234,0.937
11:04:26.185,-0.275,-0.246,0.937
11:04:26.380,-0.312,-0.246,0.939
11:04:26.576,-0.291,-0.253,0.928
11:04:26.772,-0.303,-0.272,0.917
11:04:26.965,-0.298,-0.234,0.918
11:04:27.228,-0.291,-0.254,0.945
11:04:27.363,-0.311,-0.239,0.928
11:04:27.549,-0.322,-0.244,0.925
11:04:27.745,-0.33,-0.243,0.923
11:04:27.940,-0.324,-0.24,0.929
11:04:28.183,-0.327,-0.223,0.897
11:04:28.379,-0.33,-0.207,0.927
11:04:28.574,-0.333,-0.228,0.923
11:04:28.773,-0.354,-0.206,0.926
11:04:28.968,-0.334,-0.222,0.91
11:04:29.159,-0.34,-0.213,0.93
11:04:29.354,-0.341,-0.208,0.91
11:04:29.550,-0.331,-0.217,0.925
11:04:29.744,-0.345,-0.221,0.909
11:04:29.940,-0.339,-0.201,0.915
11:04:30.134,-0.329,-0.24,0.923
11:04:30.329,-0.312,-0.248,0.928
11:04:30.525,-0.322,-0.224,0.906
11:04:30.730,-0.342,-0.228,0.919
11:04:30.914,-0.335,-0.215,0.929
11:04:31.109,-0.341,-0.217,0.91
11:04:31.304,-0.33,-0.229,0.91
11:04:31.500,-0.342,-0.234,0.92
11:04:31.696,-0.336,-0.232,0.926
11:04:31.889,-0.335,-0.223,0.935
11:04:32.086,-0.331,-0.221,0.892
11:04:32.280,-0.339,-0.201,0.919
11:04:32.524,-0.335,-0.22,0.926
11:04:32.718,-0.325,-0.221,0.905
11:04:32.912,-0.327,-0.227,0.937
11:04:33.109,-0.32,-0.231,0.934
11:04:33.308,-0.336,-0.231,0.922
11:04:33.507,-0.337,-0.229,0.918
11:04:33.693,-0.332,-0.219,0.923
11:04:33.893,-0.322,-0.219,0.923
11:04:34.084,-0.316,-0.216,0.909
11:04:34.278,-0.323,-0.224,0.937
11:04:34.473,-0.316,-0.217,0.93
11:04:34.716,-0.32,-0.216,0.925
11:04:34.862,-0.366,-0.233,0.917
11:04:35.058,-0.339,-0.216,0.937
11:04:35.252,-0.312,-0.227,0.936
11:04:35.448,-0.352,-0.199,0.92
11:04:35.643,-0.358,-0.202,0.909
11:04:35.839,-0.349,-0.2,0.917
11:04:36.036,-0.343,-0.225,0.918
11:04:36.228,-0.333,-0.223,0.939
11:04:36.427,-0.349,-0.214,0.893
11:04:36.618,-0.336,-0.229,0.927
11:04:36.880,-0.341,-0.225,0.909
11:04:37.057,-0.355,-0.221,0.909
11:04:37.252,-0.343,-0.22,0.914
11:04:37.446,-0.335,-0.236,0.919
11:04:37.641,-0.335,-0.229,0.922
11:04:37.837,-0.347,-0.214,0.924
11:04:38.031,-0.339,-0.234,0.913
